file,expected,transcribed,expected_norm,transcribed_norm,cer,wer,mer,wil,wip,hits,substitutions,deletions,insertions,ops,truth,hypothesis
turn_324_P.wav,"No, I don't think so.",no i don't think so,no i dont think so,no i dont think so,0.0,0.0,0.0,0.0,1.0,5,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]]","[['no', 'i', 'dont', 'think', 'so']]","[['no', 'i', 'dont', 'think', 'so']]"
turn_325_D.wav,"OK, so based on what we talked about from your swelling as well as breathlessness while laying down and your past history of a heart attack and high cholesterol, it may be likely with the medications you are on as well as your history, that you might be having what's called congestive heart failure. So we will need to do further investigations to determine if that is what it is and if we need to get you on something like lasix or a diuretic to get rid of some of the fluid that's building up in your body, which may be caused by heart failure. So we'll do some investigations and then go from there.",okay so based on what we talked about from your swelling as well as breathlessness while laying down and your past history of a heart attack and high cholesterol it may be like he would the medications you on as well as your history but you might be having what's called congestive heart failure so we will need to do further investigations to determine if that is what it is and if we need to get you on something like least six or direct to get rid of some of the fluid building up in your body which may be caused by heart failure though will do some investigations and then go from there,ok so based on what we talked about from your swelling as well as breathlessness while laying down and your past history of a heart attack and high cholesterol it may be likely with the medications you are on as well as your history that you might be having whats called congestive heart failure so we will need to do further investigations to determine if that is what it is and if we need to get you on something like lasix or a diuretic to get rid of some of the fluid thats building up in your body which may be caused by heart failure so well do some investigations and then go from there,okay so based on what we talked about from your swelling as well as breathlessness while laying down and your past history of a heart attack and high cholesterol it may be like he would the medications you on as well as your history but you might be having whats called congestive heart failure so we will need to do further investigations to determine if that is what it is and if we need to get you on something like least six or direct to get rid of some of the fluid building up in your body which may be caused by heart failure though will do some investigations and then go from there,0.06408094435075885,0.11304347826086956,0.1111111111111111,0.174980930587338,0.825019069412662,104,8,3,2,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=32, hyp_start_idx=1, hyp_end_idx=32), AlignmentChunk(type='insert', ref_start_idx=32, ref_end_idx=32, hyp_start_idx=32, hyp_end_idx=33), AlignmentChunk(type='substitute', ref_start_idx=32, ref_end_idx=34, hyp_start_idx=33, hyp_end_idx=35), AlignmentChunk(type='equal', ref_start_idx=34, ref_end_idx=37, hyp_start_idx=35, hyp_end_idx=38), AlignmentChunk(type='delete', ref_start_idx=37, ref_end_idx=38, hyp_start_idx=38, hyp_end_idx=38), AlignmentChunk(type='equal', ref_start_idx=38, ref_end_idx=44, hyp_start_idx=38, hyp_end_idx=44), AlignmentChunk(type='substitute', ref_start_idx=44, ref_end_idx=45, hyp_start_idx=44, hyp_end_idx=45), AlignmentChunk(type='equal', ref_start_idx=45, ref_end_idx=80, hyp_start_idx=45, hyp_end_idx=80), AlignmentChunk(type='insert', ref_start_idx=80, ref_end_idx=80, hyp_start_idx=80, hyp_end_idx=81), AlignmentChunk(type='substitute', ref_start_idx=80, ref_end_idx=81, hyp_start_idx=81, hyp_end_idx=82), AlignmentChunk(type='equal', ref_start_idx=81, ref_end_idx=82, hyp_start_idx=82, hyp_end_idx=83), AlignmentChunk(type='substitute', ref_start_idx=82, ref_end_idx=83, hyp_start_idx=83, hyp_end_idx=84), AlignmentChunk(type='delete', ref_start_idx=83, ref_end_idx=84, hyp_start_idx=84, hyp_end_idx=84), AlignmentChunk(type='equal', ref_start_idx=84, ref_end_idx=92, hyp_start_idx=84, hyp_end_idx=92), AlignmentChunk(type='delete', ref_start_idx=92, ref_end_idx=93, hyp_start_idx=92, hyp_end_idx=92), AlignmentChunk(type='equal', ref_start_idx=93, ref_end_idx=105, hyp_start_idx=92, hyp_end_idx=104), AlignmentChunk(type='substitute', ref_start_idx=105, ref_end_idx=107, hyp_start_idx=104, hyp_end_idx=106), AlignmentChunk(type='equal', ref_start_idx=107, ref_end_idx=115, hyp_start_idx=106, hyp_end_idx=114)]]","[['ok', 'so', 'based', 'on', 'what', 'we', 'talked', 'about', 'from', 'your', 'swelling', 'as', 'well', 'as', 'breathlessness', 'while', 'laying', 'down', 'and', 'your', 'past', 'history', 'of', 'a', 'heart', 'attack', 'and', 'high', 'cholesterol', 'it', 'may', 'be', 'likely', 'with', 'the', 'medications', 'you', 'are', 'on', 'as', 'well', 'as', 'your', 'history', 'that', 'you', 'might', 'be', 'having', 'whats', 'called', 'congestive', 'heart', 'failure', 'so', 'we', 'will', 'need', 'to', 'do', 'further', 'investigations', 'to', 'determine', 'if', 'that', 'is', 'what', 'it', 'is', 'and', 'if', 'we', 'need', 'to', 'get', 'you', 'on', 'something', 'like', 'lasix', 'or', 'a', 'diuretic', 'to', 'get', 'rid', 'of', 'some', 'of', 'the', 'fluid', 'thats', 'building', 'up', 'in', 'your', 'body', 'which', 'may', 'be', 'caused', 'by', 'heart', 'failure', 'so', 'well', 'do', 'some', 'investigations', 'and', 'then', 'go', 'from', 'there']]","[['okay', 'so', 'based', 'on', 'what', 'we', 'talked', 'about', 'from', 'your', 'swelling', 'as', 'well', 'as', 'breathlessness', 'while', 'laying', 'down', 'and', 'your', 'past', 'history', 'of', 'a', 'heart', 'attack', 'and', 'high', 'cholesterol', 'it', 'may', 'be', 'like', 'he', 'would', 'the', 'medications', 'you', 'on', 'as', 'well', 'as', 'your', 'history', 'but', 'you', 'might', 'be', 'having', 'whats', 'called', 'congestive', 'heart', 'failure', 'so', 'we', 'will', 'need', 'to', 'do', 'further', 'investigations', 'to', 'determine', 'if', 'that', 'is', 'what', 'it', 'is', 'and', 'if', 'we', 'need', 'to', 'get', 'you', 'on', 'something', 'like', 'least', 'six', 'or', 'direct', 'to', 'get', 'rid', 'of', 'some', 'of', 'the', 'fluid', 'building', 'up', 'in', 'your', 'body', 'which', 'may', 'be', 'caused', 'by', 'heart', 'failure', 'though', 'will', 'do', 'some', 'investigations', 'and', 'then', 'go', 'from', 'there']]"
turn_326_D.wav,What brings you here today?,what brings you here today,what brings you here today,what brings you here today,0.0,0.0,0.0,0.0,1.0,5,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]]","[['what', 'brings', 'you', 'here', 'today']]","[['what', 'brings', 'you', 'here', 'today']]"
turn_327_P.wav,I'm just having this really sharp pain in my chest and I'm scared. I think I'm having a heart attack.,just having this really sharp pain in my chest and i'm scared i think i'm having a heart attack,im just having this really sharp pain in my chest and im scared i think im having a heart attack,just having this really sharp pain in my chest and im scared i think im having a heart attack,0.03125,0.05,0.05,0.050000000000000044,0.95,19,0,1,0,"[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=20, hyp_start_idx=0, hyp_end_idx=19)]]","[['im', 'just', 'having', 'this', 'really', 'sharp', 'pain', 'in', 'my', 'chest', 'and', 'im', 'scared', 'i', 'think', 'im', 'having', 'a', 'heart', 'attack']]","[['just', 'having', 'this', 'really', 'sharp', 'pain', 'in', 'my', 'chest', 'and', 'im', 'scared', 'i', 'think', 'im', 'having', 'a', 'heart', 'attack']]"
turn_328_D.wav,"Oh wow, yeah um that must be really scary. When did this, when did this pain start?",oh wow yeah i'm that must be really scary when did this when did this pain start,oh wow yeah um that must be really scary when did this when did this pain start,oh wow yeah im that must be really scary when did this when did this pain start,0.012658227848101266,0.058823529411764705,0.058823529411764705,0.11418685121107264,0.8858131487889274,16,1,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3), AlignmentChunk(type='substitute', ref_start_idx=3, ref_end_idx=4, hyp_start_idx=3, hyp_end_idx=4), AlignmentChunk(type='equal', ref_start_idx=4, ref_end_idx=17, hyp_start_idx=4, hyp_end_idx=17)]]","[['oh', 'wow', 'yeah', 'um', 'that', 'must', 'be', 'really', 'scary', 'when', 'did', 'this', 'when', 'did', 'this', 'pain', 'start']]","[['oh', 'wow', 'yeah', 'im', 'that', 'must', 'be', 'really', 'scary', 'when', 'did', 'this', 'when', 'did', 'this', 'pain', 'start']]"
turn_329_P.wav,So about 3 days ago.,though about three days ago,so about 3 days ago,though about three days ago,0.5263157894736842,0.4,0.4,0.64,0.36,3,2,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3), AlignmentChunk(type='equal', ref_start_idx=3, ref_end_idx=5, hyp_start_idx=3, hyp_end_idx=5)]]","[['so', 'about', '3', 'days', 'ago']]","[['though', 'about', 'three', 'days', 'ago']]"
turn_330_D.wav,"Three days ago, OK, and where exactly in your chest do you feel it?",three days ago okay and where exactly in your chest you feel it,three days ago ok and where exactly in your chest do you feel it,three days ago okay and where exactly in your chest you feel it,0.078125,0.14285714285714285,0.14285714285714285,0.20879120879120883,0.7912087912087912,12,1,1,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3), AlignmentChunk(type='substitute', ref_start_idx=3, ref_end_idx=4, hyp_start_idx=3, hyp_end_idx=4), AlignmentChunk(type='equal', ref_start_idx=4, ref_end_idx=10, hyp_start_idx=4, hyp_end_idx=10), AlignmentChunk(type='delete', ref_start_idx=10, ref_end_idx=11, hyp_start_idx=10, hyp_end_idx=10), AlignmentChunk(type='equal', ref_start_idx=11, ref_end_idx=14, hyp_start_idx=10, hyp_end_idx=13)]]","[['three', 'days', 'ago', 'ok', 'and', 'where', 'exactly', 'in', 'your', 'chest', 'do', 'you', 'feel', 'it']]","[['three', 'days', 'ago', 'okay', 'and', 'where', 'exactly', 'in', 'your', 'chest', 'you', 'feel', 'it']]"
turn_331_P.wav,"It's kind of right here, right over my heart I think, that's where it's the worst.",it's kind of right here right over my heart i think that's where it's the worst,its kind of right here right over my heart i think thats where its the worst,its kind of right here right over my heart i think thats where its the worst,0.0,0.0,0.0,0.0,1.0,16,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=16, hyp_start_idx=0, hyp_end_idx=16)]]","[['its', 'kind', 'of', 'right', 'here', 'right', 'over', 'my', 'heart', 'i', 'think', 'thats', 'where', 'its', 'the', 'worst']]","[['its', 'kind', 'of', 'right', 'here', 'right', 'over', 'my', 'heart', 'i', 'think', 'thats', 'where', 'its', 'the', 'worst']]"
turn_332_D.wav,"OK, and is it, what kind of pain is it? Is it more like a dull pressure pain, or is it a sharp pain? How would you describe it?",okay and is it what kind of pain is it is it more like a dull pressure pain or is it a shot pain how would you describe it,ok and is it what kind of pain is it is it more like a dull pressure pain or is it a sharp pain how would you describe it,okay and is it what kind of pain is it is it more like a dull pressure pain or is it a shot pain how would you describe it,0.04132231404958678,0.06896551724137931,0.06896551724137931,0.13317479191438764,0.8668252080856124,27,2,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=22, hyp_start_idx=1, hyp_end_idx=22), AlignmentChunk(type='substitute', ref_start_idx=22, ref_end_idx=23, hyp_start_idx=22, hyp_end_idx=23), AlignmentChunk(type='equal', ref_start_idx=23, ref_end_idx=29, hyp_start_idx=23, hyp_end_idx=29)]]","[['ok', 'and', 'is', 'it', 'what', 'kind', 'of', 'pain', 'is', 'it', 'is', 'it', 'more', 'like', 'a', 'dull', 'pressure', 'pain', 'or', 'is', 'it', 'a', 'sharp', 'pain', 'how', 'would', 'you', 'describe', 'it']]","[['okay', 'and', 'is', 'it', 'what', 'kind', 'of', 'pain', 'is', 'it', 'is', 'it', 'more', 'like', 'a', 'dull', 'pressure', 'pain', 'or', 'is', 'it', 'a', 'shot', 'pain', 'how', 'would', 'you', 'describe', 'it']]"
turn_333_P.wav,I would say it's a sharp pain.,i wouldn't say it's a sharp pain,i would say its a sharp pain,i wouldnt say its a sharp pain,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.26530612244897966,0.7346938775510203,6,1,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=7, hyp_start_idx=2, hyp_end_idx=7)]]","[['i', 'would', 'say', 'its', 'a', 'sharp', 'pain']]","[['i', 'wouldnt', 'say', 'its', 'a', 'sharp', 'pain']]"
turn_334_D.wav,"A sharp pain, OK. Um, so it started three days ago, has it been coming and going or has it been constant?",sharp pain okay on so it started three days ago has it been coming and going or has it been constant,a sharp pain ok um so it started three days ago has it been coming and going or has it been constant,sharp pain okay on so it started three days ago has it been coming and going or has it been constant,0.06,0.13636363636363635,0.13636363636363635,0.2186147186147186,0.7813852813852814,19,2,1,0,"[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=3, ref_end_idx=5, hyp_start_idx=2, hyp_end_idx=4), AlignmentChunk(type='equal', ref_start_idx=5, ref_end_idx=22, hyp_start_idx=4, hyp_end_idx=21)]]","[['a', 'sharp', 'pain', 'ok', 'um', 'so', 'it', 'started', 'three', 'days', 'ago', 'has', 'it', 'been', 'coming', 'and', 'going', 'or', 'has', 'it', 'been', 'constant']]","[['sharp', 'pain', 'okay', 'on', 'so', 'it', 'started', 'three', 'days', 'ago', 'has', 'it', 'been', 'coming', 'and', 'going', 'or', 'has', 'it', 'been', 'constant']]"
turn_335_P.wav,It just lasts for a few seconds and then it goes away.,just last for a few seconds and then it goes away,it just lasts for a few seconds and then it goes away,just last for a few seconds and then it goes away,0.07547169811320754,0.16666666666666666,0.16666666666666666,0.24242424242424243,0.7575757575757576,10,1,1,0,"[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=3, ref_end_idx=12, hyp_start_idx=2, hyp_end_idx=11)]]","[['it', 'just', 'lasts', 'for', 'a', 'few', 'seconds', 'and', 'then', 'it', 'goes', 'away']]","[['just', 'last', 'for', 'a', 'few', 'seconds', 'and', 'then', 'it', 'goes', 'away']]"
turn_336_D.wav,"OK, does the pain come on when you're doing any activities or When does the pain usually come on?",okay does the pain come on when you doing any activities or when does the pain usually come on,ok does the pain come on when youre doing any activities or when does the pain usually come on,okay does the pain come on when you doing any activities or when does the pain usually come on,0.0425531914893617,0.10526315789473684,0.10526315789473684,0.19944598337950137,0.8005540166204986,17,2,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=7, hyp_start_idx=1, hyp_end_idx=7), AlignmentChunk(type='substitute', ref_start_idx=7, ref_end_idx=8, hyp_start_idx=7, hyp_end_idx=8), AlignmentChunk(type='equal', ref_start_idx=8, ref_end_idx=19, hyp_start_idx=8, hyp_end_idx=19)]]","[['ok', 'does', 'the', 'pain', 'come', 'on', 'when', 'youre', 'doing', 'any', 'activities', 'or', 'when', 'does', 'the', 'pain', 'usually', 'come', 'on']]","[['okay', 'does', 'the', 'pain', 'come', 'on', 'when', 'you', 'doing', 'any', 'activities', 'or', 'when', 'does', 'the', 'pain', 'usually', 'come', 'on']]"
turn_337_P.wav,"Oh, it's usually worse when I'm coughing or laying down. Yeah, yeah.",oh it's usually worse when i'm coughing or laying down yeah yeah,oh its usually worse when im coughing or laying down yeah yeah,oh its usually worse when im coughing or laying down yeah yeah,0.0,0.0,0.0,0.0,1.0,12,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=12, hyp_start_idx=0, hyp_end_idx=12)]]","[['oh', 'its', 'usually', 'worse', 'when', 'im', 'coughing', 'or', 'laying', 'down', 'yeah', 'yeah']]","[['oh', 'its', 'usually', 'worse', 'when', 'im', 'coughing', 'or', 'laying', 'down', 'yeah', 'yeah']]"
turn_338_D.wav,"OK, and um, does it improve with any positional changes at all, or anything that you do that does it help?",okay and i'm does it improve with any position or changes at all or anything that you do that does it help,ok and um does it improve with any positional changes at all or anything that you do that does it help,okay and im does it improve with any position or changes at all or anything that you do that does it help,0.058823529411764705,0.19047619047619047,0.18181818181818182,0.2987012987012987,0.7012987012987013,18,3,0,1,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3), AlignmentChunk(type='equal', ref_start_idx=3, ref_end_idx=8, hyp_start_idx=3, hyp_end_idx=8), AlignmentChunk(type='insert', ref_start_idx=8, ref_end_idx=8, hyp_start_idx=8, hyp_end_idx=9), AlignmentChunk(type='substitute', ref_start_idx=8, ref_end_idx=9, hyp_start_idx=9, hyp_end_idx=10), AlignmentChunk(type='equal', ref_start_idx=9, ref_end_idx=21, hyp_start_idx=10, hyp_end_idx=22)]]","[['ok', 'and', 'um', 'does', 'it', 'improve', 'with', 'any', 'positional', 'changes', 'at', 'all', 'or', 'anything', 'that', 'you', 'do', 'that', 'does', 'it', 'help']]","[['okay', 'and', 'im', 'does', 'it', 'improve', 'with', 'any', 'position', 'or', 'changes', 'at', 'all', 'or', 'anything', 'that', 'you', 'do', 'that', 'does', 'it', 'help']]"
turn_339_P.wav,"When I when I lean forward, it actually does get better. I think about it, yeah.",when i when i leaned forward it actually does get better i think about it yeah,when i when i lean forward it actually does get better i think about it yeah,when i when i leaned forward it actually does get better i think about it yeah,0.02631578947368421,0.0625,0.0625,0.12109375,0.87890625,15,1,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=4, hyp_start_idx=0, hyp_end_idx=4), AlignmentChunk(type='substitute', ref_start_idx=4, ref_end_idx=5, hyp_start_idx=4, hyp_end_idx=5), AlignmentChunk(type='equal', ref_start_idx=5, ref_end_idx=16, hyp_start_idx=5, hyp_end_idx=16)]]","[['when', 'i', 'when', 'i', 'lean', 'forward', 'it', 'actually', 'does', 'get', 'better', 'i', 'think', 'about', 'it', 'yeah']]","[['when', 'i', 'when', 'i', 'leaned', 'forward', 'it', 'actually', 'does', 'get', 'better', 'i', 'think', 'about', 'it', 'yeah']]"
turn_340_D.wav,"OK, and has this ever happened to you before?",okay and has this ever happened to you before,ok and has this ever happened to you before,okay and has this ever happened to you before,0.046511627906976744,0.1111111111111111,0.1111111111111111,0.2098765432098766,0.7901234567901234,8,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=9, hyp_start_idx=1, hyp_end_idx=9)]]","[['ok', 'and', 'has', 'this', 'ever', 'happened', 'to', 'you', 'before']]","[['okay', 'and', 'has', 'this', 'ever', 'happened', 'to', 'you', 'before']]"
turn_341_P.wav,"No, no it hasn't.",no no he hasn't,no no it hasnt,no no he hasnt,0.14285714285714285,0.25,0.25,0.4375,0.5625,3,1,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3), AlignmentChunk(type='equal', ref_start_idx=3, ref_end_idx=4, hyp_start_idx=3, hyp_end_idx=4)]]","[['no', 'no', 'it', 'hasnt']]","[['no', 'no', 'he', 'hasnt']]"
turn_342_D.wav,"OK and on a scale of 1 to 10, one being the least amount of pain felt and 10 being the worst, how much would you rate it?",okay and on a scale of one to ten one being the least amount of pain felt and ten being the worst how much would you rate it,ok and on a scale of 1 to 10 one being the least amount of pain felt and 10 being the worst how much would you rate it,okay and on a scale of one to ten one being the least amount of pain felt and ten being the worst how much would you rate it,0.09322033898305085,0.14285714285714285,0.14285714285714285,0.26530612244897966,0.7346938775510203,24,4,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=6, hyp_start_idx=1, hyp_end_idx=6), AlignmentChunk(type='substitute', ref_start_idx=6, ref_end_idx=7, hyp_start_idx=6, hyp_end_idx=7), AlignmentChunk(type='equal', ref_start_idx=7, ref_end_idx=8, hyp_start_idx=7, hyp_end_idx=8), AlignmentChunk(type='substitute', ref_start_idx=8, ref_end_idx=9, hyp_start_idx=8, hyp_end_idx=9), AlignmentChunk(type='equal', ref_start_idx=9, ref_end_idx=18, hyp_start_idx=9, hyp_end_idx=18), AlignmentChunk(type='substitute', ref_start_idx=18, ref_end_idx=19, hyp_start_idx=18, hyp_end_idx=19), AlignmentChunk(type='equal', ref_start_idx=19, ref_end_idx=28, hyp_start_idx=19, hyp_end_idx=28)]]","[['ok', 'and', 'on', 'a', 'scale', 'of', '1', 'to', '10', 'one', 'being', 'the', 'least', 'amount', 'of', 'pain', 'felt', 'and', '10', 'being', 'the', 'worst', 'how', 'much', 'would', 'you', 'rate', 'it']]","[['okay', 'and', 'on', 'a', 'scale', 'of', 'one', 'to', 'ten', 'one', 'being', 'the', 'least', 'amount', 'of', 'pain', 'felt', 'and', 'ten', 'being', 'the', 'worst', 'how', 'much', 'would', 'you', 'rate', 'it']]"
turn_343_P.wav,I would say a 6 out of 10.,i would say a six out of ten,i would say a 6 out of 10,i would say a six out of ten,0.24,0.25,0.25,0.4375,0.5625,6,2,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=4, hyp_start_idx=0, hyp_end_idx=4), AlignmentChunk(type='substitute', ref_start_idx=4, ref_end_idx=5, hyp_start_idx=4, hyp_end_idx=5), AlignmentChunk(type='equal', ref_start_idx=5, ref_end_idx=7, hyp_start_idx=5, hyp_end_idx=7), AlignmentChunk(type='substitute', ref_start_idx=7, ref_end_idx=8, hyp_start_idx=7, hyp_end_idx=8)]]","[['i', 'would', 'say', 'a', '6', 'out', 'of', '10']]","[['i', 'would', 'say', 'a', 'six', 'out', 'of', 'ten']]"
turn_344_D.wav,"OK, and does the pain move anywhere in your chest or does it stay in the same spot?",okay and does the pain move anywhere in your chest or does it stay in the same spot,ok and does the pain move anywhere in your chest or does it stay in the same spot,okay and does the pain move anywhere in your chest or does it stay in the same spot,0.024691358024691357,0.05555555555555555,0.05555555555555555,0.10802469135802473,0.8919753086419753,17,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=18, hyp_start_idx=1, hyp_end_idx=18)]]","[['ok', 'and', 'does', 'the', 'pain', 'move', 'anywhere', 'in', 'your', 'chest', 'or', 'does', 'it', 'stay', 'in', 'the', 'same', 'spot']]","[['okay', 'and', 'does', 'the', 'pain', 'move', 'anywhere', 'in', 'your', 'chest', 'or', 'does', 'it', 'stay', 'in', 'the', 'same', 'spot']]"
turn_345_P.wav,"Yeah, I think it kind of goes to my neck sometimes.",yeah i think it kind of goes to my next sometimes,yeah i think it kind of goes to my neck sometimes,yeah i think it kind of goes to my next sometimes,0.04081632653061224,0.09090909090909091,0.09090909090909091,0.17355371900826455,0.8264462809917354,10,1,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=9, hyp_start_idx=0, hyp_end_idx=9), AlignmentChunk(type='substitute', ref_start_idx=9, ref_end_idx=10, hyp_start_idx=9, hyp_end_idx=10), AlignmentChunk(type='equal', ref_start_idx=10, ref_end_idx=11, hyp_start_idx=10, hyp_end_idx=11)]]","[['yeah', 'i', 'think', 'it', 'kind', 'of', 'goes', 'to', 'my', 'neck', 'sometimes']]","[['yeah', 'i', 'think', 'it', 'kind', 'of', 'goes', 'to', 'my', 'next', 'sometimes']]"
turn_346_D.wav,"OK, and do you have any other symptoms, like do you have any shortness of breath, dizziness, anything like that?",okay and do you have any other symptoms like do you have any shortness of breath dizziness anything like that,ok and do you have any other symptoms like do you have any shortness of breath dizziness anything like that,okay and do you have any other symptoms like do you have any shortness of breath dizziness anything like that,0.018691588785046728,0.05,0.05,0.09750000000000003,0.9025,19,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=20, hyp_start_idx=1, hyp_end_idx=20)]]","[['ok', 'and', 'do', 'you', 'have', 'any', 'other', 'symptoms', 'like', 'do', 'you', 'have', 'any', 'shortness', 'of', 'breath', 'dizziness', 'anything', 'like', 'that']]","[['okay', 'and', 'do', 'you', 'have', 'any', 'other', 'symptoms', 'like', 'do', 'you', 'have', 'any', 'shortness', 'of', 'breath', 'dizziness', 'anything', 'like', 'that']]"
turn_347_P.wav,"No, I don't.",no i don't,no i dont,no i dont,0.0,0.0,0.0,0.0,1.0,3,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]]","[['no', 'i', 'dont']]","[['no', 'i', 'dont']]"
turn_348_D.wav,OK any any palpitations?,okay any any palpitations,ok any any palpitations,okay any any palpitations,0.08695652173913043,0.25,0.25,0.4375,0.5625,3,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=4, hyp_start_idx=1, hyp_end_idx=4)]]","[['ok', 'any', 'any', 'palpitations']]","[['okay', 'any', 'any', 'palpitations']]"
turn_349_P.wav,No.,no ducky,no,no ducky,3.0,1.0,0.5,0.5,0.5,1,0,0,1,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2)]]",[['no']],"[['no', 'ducky']]"
